repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.5604991612887915,0.1511833274461321,0.9698149951314509,0.6896896648147492,0.19882547297551212
0,valid,0.5516076963171788,0.12534818941504178,0.9778672032193159,0.5516076963171788,0.18381527705156311
0,test,0.5669230065000458,0.16414904330312186,0.9696969696969697,0.5669230065000458,0.19773987308435045
1,train,0.7439139668931463,0.5738440303657695,0.9139839034205232,0.8479492378702859,0.49491670783736785
1,valid,0.7267636842735656,0.5523415977961432,0.9011857707509882,0.7267636842735657,0.4631623843458928
1,test,0.7075247192894252,0.5381263616557734,0.8769230769230769,0.7075247192894252,0.4176582777983258
2,train,0.8564017415203662,0.7753973738769868,0.9374061091637457,0.9237769923717642,0.701056527759388
2,valid,0.7885120812732664,0.7187079407806191,0.8583162217659137,0.7885120812732663,0.5644954690169113
2,test,0.7098890384883235,0.5878453038674033,0.8319327731092437,0.7098890384883235,0.4158954072211424
3,train,0.5935755430733077,0.3702054794520548,0.8169456066945606,0.680976851321144,0.20044932067919996
3,valid,0.6153663480539748,0.41544607190412786,0.8152866242038217,0.6153663480539747,0.2394711487048324
3,test,0.6079903862649616,0.3467278989667049,0.8692528735632183,0.6079903862649616,0.24757025495228388
4,train,0.560362234888557,0.1700238989416183,0.9507005708354956,0.7334132327034754,0.1803893263854633
4,valid,0.552326546190737,0.16754617414248021,0.9371069182389937,0.552326546190737,0.15296309116321993
4,test,0.5500194931773879,0.16374269005847952,0.9362962962962963,0.5500194931773879,0.15307169231054904
