repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.5143126919001169,0.3747792299540798,0.6538461538461539,0.5243618348394136,0.029390031630093516
0,valid,0.5020597120326415,0.38440111420612816,0.6197183098591549,0.5020597120326415,0.004166964591831832
0,test,0.5339392795019683,0.391742195367573,0.6761363636363636,0.5339392795019683,0.06699902647663267
1,train,0.5287376432508092,0.18322981366459629,0.8742454728370221,0.5523229091595814,0.0770471232270925
1,valid,0.5222781171397772,0.16115702479338842,0.883399209486166,0.5222781171397772,0.06264173163048181
1,test,0.5383442265795206,0.1655773420479303,0.9111111111111111,0.5383442265795207,0.10917157914479758
2,train,0.5379788757081718,0.48306841741534207,0.5928893340010015,0.5596343720833497,0.07501508873396336
2,valid,0.5017562962737777,0.4347240915208614,0.5687885010266941,0.5017562962737777,0.003466623442210062
2,test,0.47352244765309437,0.42099447513812155,0.5260504201680672,0.47352244765309437,-0.0521640269071201
3,train,0.6124699088668539,0.5167808219178082,0.7081589958158996,0.6646235742534533,0.22232274830804724
3,valid,0.5787174072220761,0.4780292942743009,0.6794055201698513,0.5787174072220762,0.15538393440393694
3,test,0.5862052469746757,0.5028702640642939,0.6695402298850575,0.5862052469746757,0.17322449993978178
4,train,0.5640434585483851,0.29259132809832705,0.8354955889984432,0.5753334007774021,0.1463623505128227
4,valid,0.5600595741856259,0.2836411609498681,0.8364779874213837,0.5600595741856259,0.13748229562729117
4,test,0.558401559454191,0.28421052631578947,0.8325925925925926,0.5584015594541909,0.1372556832167864
