repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9279267272171332,0.8675379724478983,0.9883154819863681,0.9730056919548041,0.8450573461710585
0,valid,0.8201703255746176,0.7590529247910863,0.8812877263581489,0.8201703255746177,0.6296691490418224
0,test,0.8201186716103634,0.7633434038267876,0.8768939393939394,0.8201186716103634,0.6116527861037546
1,train,0.9315652368316177,0.8792270531400966,0.9839034205231388,0.9775611918578413,0.8493649320738607
1,valid,0.8111450473110553,0.7823691460055097,0.8399209486166008,0.8111450473110552,0.6131684931291458
1,test,0.8141528406234289,0.7941176470588235,0.8341880341880342,0.8141528406234289,0.6157237451822125
2,train,0.9273845979750552,0.8863165169315825,0.9684526790185278,0.9720320806018979,0.8426208498702004
2,valid,0.8143424874461435,0.819650067294751,0.8090349075975359,0.8143424874461433,0.621164247969061
2,test,0.7454152931890989,0.7546961325966851,0.7361344537815127,0.7454152931890989,0.4837297299349498
3,train,0.9141070098011119,0.8496575342465753,0.9785564853556485,0.9672549363787472,0.810773259125699
3,valid,0.8042850155913842,0.7762982689747004,0.832271762208068,0.8042850155913843,0.5944536194860154
3,test,0.7911165327210103,0.7072330654420207,0.875,0.7911165327210103,0.5816691480467946
4,train,0.9033325106574326,0.8528508023216115,0.9538142189932538,0.9604789568304218,0.7910033199594887
4,valid,0.8004002035589629,0.7559366754617414,0.8448637316561844,0.8004002035589629,0.5857107664632535
4,test,0.7855750487329435,0.7415204678362574,0.8296296296296296,0.7855750487329435,0.5673078240979043
