train_true,train_probe
0,0.0008327247
0,0.00036787844
0,0.00027591342
0,0.00081219635
0,5.3138585e-05
0,9.280459e-05
1,0.9920162
1,0.98750496
1,0.9897171
1,0.9970241
0,0.019026186
1,0.914989
1,0.93140996
1,0.9571009
1,0.9802254
1,0.97992504
0,0.040779486
1,0.9743556
1,0.9748555
1,0.9961888
0,0.013046105
0,0.003282702
0,0.0004044019
0,0.0067196307
1,0.9555132
1,0.9637087
1,0.83891994
1,0.014992338
0,0.0056772763
0,0.0020526259
1,0.99925715
1,0.9991554
1,0.9998171
1,0.9517205
1,0.008144099
1,0.003149124
1,0.6670264
1,0.52565444
1,0.9874867
1,0.988574
0,0.7095255
1,0.99155855
1,0.9916944
0,0.0011290191
0,0.00060935895
0,0.0005751185
0,0.00053532084
1,0.98281866
1,0.994965
1,0.9954972
1,0.9883762
1,0.143168
1,0.8767135
1,0.8767464
0,0.614854
0,0.2148407
0,0.16930291
0,0.014342476
1,0.9579952
1,0.9493467
1,0.9671145
1,0.999416
1,0.99932885
1,0.99978894
1,0.9866976
1,0.80490804
1,0.70403093
1,0.0013894081
1,0.9981912
1,0.9977315
1,0.99889684
1,0.9857372
0,0.3773914
0,0.25979418
0,0.42487818
0,0.9898573
1,0.9539099
1,0.94169194
1,0.36701238
1,0.0011183801
1,0.0005337605
0,0.006107254
1,0.895135
1,0.9117195
1,0.9903709
1,0.9898699
1,0.9932052
0,0.005532879
0,0.0011443524
0,0.0013965432
1,0.9766193
1,0.97875667
1,0.99195975
0,0.016764726
1,0.28483778
1,0.2823624
0,0.00022109236
0,0.0042603076
0,0.005260615
0,0.0011441883
1,0.89065063
1,0.8614084
1,0.8318045
1,0.903065
1,0.9038011
1,0.93611073
0,0.022959415
0,0.011149296
0,0.0141078755
0,0.009122711
1,0.24278879
1,0.97526294
1,0.9750084
0,0.00012112191
0,0.000104750936
0,0.00018482597
0,0.0009112491
0,0.0015476391
0,0.0013632526
0,0.0055745146
1,0.0032271575
0,0.000113270224
0,0.0006363768
0,0.018129546
0,0.51386786
0,0.014659046
0,0.025221279
1,0.9344498
1,0.94320726
0,0.0005299205
1,0.00018740783
1,0.00017819091
1,0.8011646
1,0.78966147
1,0.8805842
0,0.84588027
0,0.17946476
0,0.10565222
0,0.00745921
1,0.032675724
1,0.9247993
1,0.9385076
0,0.023782719
1,0.99576086
1,0.9454943
1,0.9113458
0,0.0015413375
0,0.0010754004
0,0.0027997831
1,0.4622232
1,0.2462
1,0.21192469
0,0.005867958
0,0.016965138
0,0.012227088
0,0.06364423
1,0.3206462
1,0.8935444
1,0.8972052
0,0.00064234715
0,0.001922158
0,0.0024698784
0,0.0010688961
1,0.9985403
1,0.9984119
1,0.997855
1,0.94494283
1,0.9752667
1,0.97674906
1,0.98451644
0,0.0011973674
1,0.586136
1,0.6298653
0,0.0007745451
0,0.00041673533
0,0.00045761882
0,0.0004272376
1,0.006896983
