repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.7797953145674352,0.622394913458142,0.9371957156767283,0.8554015959761122,0.5671121150659565
0,valid,0.7462799078594128,0.5710306406685237,0.9215291750503019,0.7462799078594128,0.5017204917601056
0,test,0.7594925844548202,0.6515609264853978,0.8674242424242424,0.75949258445482,0.4949472669412515
1,train,0.7826633715335491,0.6583850931677019,0.9069416498993964,0.8434373494243586,0.5612247679468046
1,valid,0.7856030662354774,0.6680440771349863,0.9031620553359684,0.7856030662354774,0.5670718517040417
1,test,0.7455924250041897,0.6416122004357299,0.8495726495726496,0.7455924250041898,0.48134878364262
2,train,0.8448656917650145,0.7398064961990325,0.9499248873309964,0.9062763980109765,0.6804158439476823
2,valid,0.7955524664148065,0.6958277254374159,0.8952772073921971,0.7955524664148065,0.5798562045054612
2,test,0.7002228515715678,0.5281767955801105,0.8722689075630252,0.7002228515715678,0.40590645691357746
3,train,0.8123409468676563,0.7386986301369863,0.8859832635983264,0.8691442296669916,0.6110262985643914
3,valid,0.7400663234583189,0.7030625832223701,0.7770700636942676,0.7400663234583189,0.4676620798266397
3,test,0.7611049526901303,0.677382319173364,0.8448275862068966,0.7611049526901303,0.522060942535976
4,train,0.7923323889391963,0.6630249231819734,0.9216398546964193,0.8782240051394506,0.5776069601669064
4,valid,0.734103870386043,0.5646437994722955,0.9035639412997903,0.734103870386043,0.46876036378724795
4,test,0.7509551656920078,0.5789473684210527,0.922962962962963,0.7509551656920079,0.5199848100028638
