repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9218218657876336,0.8650653479335924,0.9785783836416748,0.9696223856269285,0.8330815403866327
0,valid,0.8437687405771678,0.8203342618384402,0.8672032193158954,0.8437687405771678,0.6781443249789229
0,test,0.827482719948732,0.8197381671701913,0.8352272727272727,0.827482719948732,0.6345293714471227
1,train,0.9242338086489954,0.870600414078675,0.9778672032193159,0.971730920373865,0.8346979436595542
1,valid,0.8326446280991735,0.8016528925619835,0.8636363636363636,0.8326446280991735,0.6556552126731873
1,test,0.8125942684766214,0.7875816993464052,0.8376068376068376,0.8125942684766214,0.6120520297715825
2,train,0.9470748105572317,0.9056668970283345,0.9884827240861291,0.9805892321550742,0.8818936815854956
2,valid,0.8196486854723484,0.7994616419919246,0.839835728952772,0.8196486854723483,0.6280006162862971
2,test,0.7460977761270253,0.6972375690607735,0.7949579831932773,0.7460977761270255,0.4815735973010312
3,train,0.920530033816702,0.8719178082191781,0.9691422594142259,0.9681730741674786,0.8250844668839428
3,valid,0.8189137766770986,0.7949400798934754,0.8428874734607219,0.8189137766770986,0.6238736438838248
3,test,0.803024004645209,0.7382319173363949,0.867816091954023,0.803024004645209,0.6034140159586843
4,train,0.9451281080007505,0.901672925913281,0.98858329008822,0.9826791583476298,0.8752067506895314
4,valid,0.8076105054125664,0.7955145118733509,0.8197064989517819,0.8076105054125664,0.6031412322649518
4,test,0.7875633528265107,0.776608187134503,0.7985185185185185,0.7875633528265107,0.5717314128675325
