train_true,train_probe
1,0.90081835
1,0.6653954
1,0.58725035
0,0.2948312
0,0.0019579644
1,0.006538119
1,0.008164354
1,0.13455707
0,0.094524585
1,0.712913
1,0.822698
1,0.96614677
0,0.06895884
0,0.027333567
0,0.009332324
1,0.4306805
1,0.9256203
1,0.94681674
0,0.0033179119
0,0.0017507367
0,0.0011757353
1,0.8415438
1,0.92806125
1,0.93543786
1,0.93677014
1,0.7453514
1,0.9007084
1,0.9162321
1,0.64683145
0,0.050447263
1,0.88230425
1,0.9333097
1,0.5978626
1,0.8752895
1,0.9008411
1,0.8840069
1,0.06599221
1,0.0332266
1,0.9775408
1,0.9871224
1,0.95071673
1,0.808768
1,0.82579094
1,0.9417777
1,0.030101534
1,0.0110342875
1,0.9797688
1,0.9877874
1,0.9375248
1,0.95205843
1,0.9597468
1,0.953823
1,0.83130795
1,0.8003258
0,0.18561201
1,0.9704293
1,0.97614247
1,0.9608566
0,0.1348108
1,0.9764861
1,0.9842876
1,0.953615
0,0.014008815
0,0.0013428695
0,0.000967409
0,0.0015361389
1,0.9373936
1,0.933618
1,0.9840875
0,0.036236387
1,0.98827934
1,0.9930305
1,0.9756035
1,0.8775693
1,0.9746075
1,0.9830655
1,0.9975228
0,0.009128148
1,0.42734805
1,0.58187485
0,0.16209602
0,0.07979376
0,0.06766485
0,0.033401616
1,0.81636757
1,0.90867496
1,0.8819795
1,0.98184043
0,0.860146
1,0.99232155
1,0.99331456
1,0.9968059
1,0.7670223
1,0.0054824064
0,0.001821542
0,0.001462222
1,0.18147773
1,0.9655687
1,0.97180283
1,0.9836474
1,0.48826945
1,0.88829106
1,0.91172695
1,0.9736631
1,0.05965618
1,0.021152971
0,0.3460933
1,0.75060105
1,0.7600293
1,0.9424442
1,0.94019145
1,0.98510146
1,0.81065816
1,0.86994374
1,0.8761871
1,0.9155269
1,0.9860014
1,0.9892964
1,0.9912917
0,0.017220594
1,0.42627376
1,0.5704006
1,0.94818693
1,0.95655376
1,0.9581858
1,0.9848609
0,0.00992602
0,0.0052849124
0,0.075805046
0,0.19587749
0,0.19989
0,0.031808324
1,0.9380839
1,0.9533445
1,0.9161823
1,0.10222709
1,0.050745502
0,0.05747942
1,0.79265654
1,0.8808888
0,0.000330496
0,0.00021603385
0,0.00039882437
1,0.9873575
1,0.9314732
1,0.9206732
1,0.98697495
0,0.0039605205
0,0.0022453088
0,0.0018660786
0,0.0008650412
0,0.0011377014
0,0.0009630747
0,0.0010147773
1,0.7681784
1,0.82984674
1,0.85305
1,0.92293864
1,0.9249255
1,0.9769298
0,0.15127607
1,0.97705835
1,0.97989094
