repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.8644989556093563,0.7781702578594136,0.950827653359299,0.9312958457913276,0.7208770486090762
0,valid,0.8163787740369794,0.7534818941504178,0.8792756539235412,0.8163787740369794,0.6222377127598812
0,test,0.8112354664469468,0.7512588116817724,0.8712121212121212,0.8112354664469469,0.5941399460525105
1,train,0.5720470163979043,0.32367149758454106,0.8204225352112676,0.5742511487142316,0.16038390746203166
1,valid,0.5624625703677086,0.31267217630853994,0.8122529644268774,0.5624625703677086,0.13987650879574356
1,test,0.5739567621920563,0.3137254901960784,0.8341880341880342,0.5739567621920563,0.1652174414370836
2,train,0.5734706067394111,0.29716655148583276,0.8497746619929895,0.658190810749642,0.16980102156272092
2,valid,0.5751531750133346,0.2960969044414536,0.8542094455852156,0.5751531750133346,0.17296448001587267
2,test,0.5751984771809276,0.30165745856353593,0.8487394957983193,0.5751984771809276,0.1717861985069597
3,train,0.5853162434802545,0.3678082191780822,0.8028242677824268,0.6587132637416175,0.1820290903221953
3,valid,0.5802426205964588,0.3621837549933422,0.7983014861995754,0.5802426205964588,0.17039209075351788
3,test,0.5798222085857186,0.3593570608495982,0.8002873563218391,0.5798222085857186,0.17508977390078784
4,train,0.8376995395081981,0.7729600546261522,0.9024390243902439,0.9139924237041923,0.6608966380945109
4,valid,0.7865576409286272,0.6926121372031663,0.8805031446540881,0.7865576409286271,0.5590075818035376
4,test,0.7654970760233919,0.664327485380117,0.8666666666666667,0.7654970760233919,0.5325415434314549
