repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.890432449611118,0.8173790180148357,0.9634858812074002,0.9503676261944799,0.7711088546533338
0,valid,0.8222580609002202,0.7813370473537604,0.8631790744466801,0.8222580609002202,0.6341617898567625
0,test,0.8211028334706583,0.7804632426988922,0.8617424242424242,0.8211028334706583,0.6155456418861339
1,train,0.8923261792980103,0.8253968253968254,0.9592555331991952,0.9518244734105114,0.7709814802730371
1,valid,0.8258474068750749,0.7920110192837465,0.8596837944664032,0.825847406875075,0.6419818746444605
1,test,0.8041142952907658,0.7723311546840959,0.8358974358974359,0.804114295290766,0.5946212876137725
2,train,0.8611090443543685,0.7823082239115411,0.9399098647971958,0.9359279070644668,0.7101929632508466
2,valid,0.793964752474153,0.721399730820996,0.86652977412731,0.7939647524741531,0.5752035852575746
2,test,0.7131807419100238,0.5977900552486188,0.8285714285714286,0.7131807419100237,0.421468226750016
3,train,0.9185031810626468,0.8647260273972602,0.9722803347280334,0.9638549965610134,0.8204379039752044
3,valid,0.8151707136415424,0.7789613848202397,0.851380042462845,0.8151707136415424,0.6151685060546475
3,test,0.792117001200892,0.7164179104477612,0.867816091954023,0.792117001200892,0.5827459117483502
4,train,0.8753094114772679,0.8139296688289519,0.9366891541255838,0.9480446505721023,0.7348446379430714
4,valid,0.8060755159500617,0.7295514511873351,0.8825995807127882,0.8060755159500617,0.5961513960805325
4,test,0.7746978557504873,0.6842105263157895,0.8651851851851852,0.7746978557504873,0.5493105315467776
