repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.833477303205538,0.7375485694101024,0.9294060370009737,0.9082621566692588,0.6608993265401473
0,valid,0.7838016959696901,0.7144846796657381,0.8531187122736419,0.78380169596969,0.5584846845343887
0,test,0.790004463059599,0.7220543806646526,0.8579545454545454,0.790004463059599,0.5527132906093234
1,train,0.8695275517841348,0.8019323671497585,0.9371227364185111,0.9285679570868968,0.7261260940247354
1,valid,0.8116540903102167,0.7754820936639119,0.8478260869565217,0.8116540903102168,0.6137557237051814
1,test,0.8057482822188704,0.775599128540305,0.8358974358974359,0.8057482822188705,0.5979917774310372
2,train,0.8111720102614184,0.7214927436074637,0.900851276915373,0.8972022304361864,0.6130936812791087
2,valid,0.755045724503304,0.6702557200538358,0.839835728952772,0.7550457245033039,0.4999272557037641
2,test,0.6833093458377826,0.5834254143646409,0.7831932773109244,0.6833093458377826,0.3614938420640123
3,train,0.8517359718003095,0.7777397260273973,0.9257322175732218,0.9175621166962802,0.6879954337456767
3,valid,0.7663723669219527,0.7217043941411452,0.8110403397027601,0.7663723669219527,0.5188492191007085
3,test,0.7714543990920728,0.669345579793341,0.8735632183908046,0.7714543990920728,0.5451616685971211
4,train,0.841229545533871,0.7494025264595425,0.9330565646081993,0.9114754075124779,0.6683858606268268
4,valid,0.7776754451469441,0.662269129287599,0.8930817610062893,0.7776754451469442,0.5437590670598454
4,test,0.742729044834308,0.6350877192982456,0.8503703703703703,0.7427290448343079,0.4882327317513858
