repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.8640133045015249,0.8141999293535853,0.9138266796494645,0.9331486804357239,0.7188522446400717
0,valid,0.8095649103534859,0.8022284122562674,0.8169014084507042,0.8095649103534859,0.6117429074229338
0,test,0.8082658152522202,0.7945619335347432,0.821969696969697,0.8082658152522201,0.5947798634940135
1,train,0.8678155891872976,0.8291925465838509,0.9064386317907445,0.935338133007847,0.7240540473370641
1,valid,0.7905437776979278,0.8044077134986226,0.7766798418972332,0.7905437776979278,0.5767556576150558
1,test,0.7878247025305849,0.8115468409586056,0.764102564102564,0.7878247025305849,0.5701395088305062
2,train,0.8796245508553084,0.8604008293020041,0.8988482724086129,0.9406255201738336,0.7501920200105234
2,valid,0.8141697596458113,0.8398384925975774,0.7885010266940452,0.8141697596458113,0.6250317298923629
2,test,0.7316495659037096,0.7204419889502762,0.7428571428571429,0.7316495659037096,0.4545209611155481
3,train,0.8892975869777039,0.8267123287671233,0.9518828451882845,0.9357569532011235,0.7619942402756825
3,valid,0.8018367583490944,0.7416777629826897,0.861995753715499,0.8018367583490943,0.5877081701558576
3,test,0.7681412235902715,0.6842709529276694,0.8520114942528736,0.7681412235902715,0.5360543558627763
4,train,0.8951384992300924,0.8234892454762718,0.9667877529839128,0.9543439679400899,0.7734212248462666
4,valid,0.7960994673171704,0.7242744063324539,0.8679245283018868,0.7960994673171703,0.5766890160823929
4,test,0.78682261208577,0.7099415204678362,0.8637037037037038,0.7868226120857699,0.5717935160233124
