repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.5711875270212218,0.33663016601907453,0.8057448880233691,0.5198421324348559,0.15708831877727195
0,valid,0.5753490301138307,0.3398328690807799,0.8108651911468813,0.5753490301138307,0.16534456801420008
0,test,0.5729166666666666,0.3333333333333333,0.8125,0.5729166666666666,0.15417067897738163
1,train,0.522195977799162,0.17115251897860592,0.8732394366197183,0.4953915174969764,0.06056414853748648
1,valid,0.5287160138938796,0.19972451790633608,0.857707509881423,0.5287160138938795,0.07417111900463891
1,test,0.5238394503100385,0.20152505446623092,0.8461538461538461,0.5238394503100384,0.06012567655074043
2,train,0.5,0.0,1.0,0.4516138409410938,0.0
2,valid,0.5,0.0,1.0,0.5,0.0
2,test,0.5,0.0,1.0,0.5,0.0
3,train,0.5010087694159454,0.00410958904109589,0.997907949790795,0.43398130767467186,0.017173311269064573
3,valid,0.49814684454697344,0.002663115845539281,0.9936305732484076,0.49814684454697344,-0.028258036277675643
3,test,0.5012891444633596,0.006888633754305396,0.9956896551724138,0.5012891444633597,0.01695275553290591
4,train,0.5723401420542176,0.35848412427449644,0.7861961598339388,0.613618746947078,0.15430510370876088
4,valid,0.5770827456121428,0.3575197889182058,0.7966457023060797,0.5770827456121427,0.16411470836100137
4,test,0.5630409356725146,0.36608187134502923,0.76,0.5630409356725147,0.13530522109444787
