repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9069146640150758,0.8396326386435888,0.9741966893865628,0.9491455876773942,0.803479139510484
0,valid,0.8181554508107138,0.7952646239554317,0.8410462776659959,0.8181554508107138,0.6272329692850335
0,test,0.8157586056944063,0.8076535750251762,0.8238636363636364,0.8157586056944063,0.6109112075056735
1,train,0.8851223281719302,0.8436853002070394,0.9265593561368209,0.9325033187392123,0.758160271611062
1,valid,0.8184513115343155,0.8305785123966942,0.8063241106719368,0.8184513115343155,0.6327182141941255
1,test,0.8047595106418636,0.8061002178649237,0.8034188034188035,0.8047595106418636,0.6000894291715174
2,train,0.9121733740901607,0.8604008293020041,0.9639459188783175,0.9547996839765523,0.8112858810883771
2,valid,0.8253860120881824,0.8088829071332436,0.8418891170431212,0.8253860120881824,0.6398871318972432
2,test,0.7393286596406519,0.7038674033149172,0.7747899159663866,0.7393286596406519,0.4685074740138068
3,train,0.8775978678282799,0.8095890410958904,0.9456066945606695,0.9343133848226055,0.738751855827314
3,valid,0.785373217875105,0.7363515312916112,0.8343949044585988,0.785373217875105,0.5558597273347724
3,test,0.7615511632817346,0.6509758897818599,0.8721264367816092,0.7615511632817346,0.5268527372343066
4,train,0.9038513634302785,0.8398770911573916,0.9678256357031655,0.9541253357660444,0.7909137490724834
4,valid,0.7722711759402157,0.6912928759894459,0.8532494758909853,0.7722711759402155,0.5306439508873403
4,test,0.7953606237816764,0.7403508771929824,0.8503703703703703,0.7953606237816764,0.5871012055606774
