repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.8191726080393144,0.7449664429530202,0.8933787731256085,0.8978063841108166,0.6309121779968568
0,valid,0.8014423588887083,0.7618384401114207,0.8410462776659959,0.8014423588887083,0.5931026681669811
0,test,0.7986845417925479,0.743202416918429,0.8541666666666666,0.7986845417925478,0.5702340846425917
1,train,0.8639105162375218,0.7781228433402346,0.9496981891348089,0.9261946766867597,0.7155507708309414
1,valid,0.8120134147802132,0.7465564738292011,0.8774703557312253,0.8120134147802133,0.6141133519410136
1,test,0.7775012569130216,0.7156862745098039,0.8393162393162393,0.7775012569130216,0.5412094050147426
2,train,0.8591117498639113,0.8023496890117484,0.9158738107160741,0.9200801893925892,0.7061584382017572
2,valid,0.7869589128926794,0.7402422611036339,0.8336755646817249,0.7869589128926794,0.5615397583093278
2,test,0.7051998700032499,0.6574585635359116,0.7529411764705882,0.7051998700032499,0.4015626337356722
3,train,0.7878997821975124,0.6270547945205479,0.948744769874477,0.9002014135668024,0.5749327788572923
3,valid,0.7360843715809918,0.5486018641810919,0.9235668789808917,0.7360843715809919,0.4768899484741947
3,test,0.6777658458371274,0.43742824339839265,0.9181034482758621,0.6777658458371274,0.39364794662181674
4,train,0.8777540522693896,0.8364629566404916,0.9190451478982875,0.9392036013006666,0.7412440254801148
4,valid,0.8019905079570535,0.7612137203166227,0.8427672955974843,0.8019905079570535,0.5890592842491033
4,test,0.7738011695906433,0.7298245614035088,0.8177777777777778,0.7738011695906433,0.5439500944177234
