repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.8350139659088056,0.7294242317202402,0.9406037000973709,0.9160492557534351,0.6651470937957917
0,valid,0.7906898213795306,0.7061281337047354,0.8752515090543259,0.7906898213795306,0.5728327572544126
0,test,0.8013824041014374,0.7542799597180262,0.8484848484848485,0.8013824041014374,0.5762476423839066
1,train,0.8563506643727097,0.777087646652864,0.9356136820925554,0.9272149459906438,0.7004641893234741
1,valid,0.81632530842017,0.7630853994490359,0.8695652173913043,0.81632530842017,0.6224951165606574
1,test,0.7861488185017597,0.7483660130718954,0.8239316239316239,0.7861488185017597,0.558808387128475
2,train,0.835902004354147,0.7328956461644782,0.9389083625438157,0.9085643842404934,0.6626851819928218
2,valid,0.7697386421107613,0.6729475100942126,0.86652977412731,0.7697386421107613,0.529415928178292
2,test,0.7038581178327685,0.569060773480663,0.838655462184874,0.7038581178327685,0.4059469592766376
3,train,0.8585537628245543,0.7756849315068494,0.9414225941422594,0.9304720188284519,0.7014218828500134
3,valid,0.7992626957404282,0.711051930758988,0.8874734607218684,0.7992626957404282,0.5830517298299391
3,test,0.7622761523945261,0.6394948335246843,0.8850574712643678,0.7622761523945262,0.5306293971359327
4,train,0.8173648869995889,0.7224308637760328,0.9122989102231448,0.9006798681049144,0.6221502405633852
4,valid,0.7816788636099634,0.6451187335092349,0.9182389937106918,0.7816788636099633,0.5544359466079484
4,test,0.7435867446393762,0.6175438596491228,0.8696296296296296,0.7435867446393762,0.4932364200135275
