repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.8312527494146906,0.7287177675732956,0.9337877312560857,0.9160900133003742,0.6573459972662915
0,valid,0.7905356932682446,0.6977715877437326,0.8832997987927566,0.7905356932682447,0.5732077888471573
0,test,0.8019688959077176,0.7421953675730111,0.8617424242424242,0.8019688959077177,0.5762440875771409
1,train,0.8328327452638536,0.7501725327812284,0.9154929577464789,0.9109088624222907,0.6545780297409247
1,valid,0.8106659480177267,0.7300275482093664,0.8913043478260869,0.8106659480177267,0.6121208097092032
1,test,0.7780375398022457,0.7047930283224401,0.8512820512820513,0.7780375398022455,0.5424022800558342
2,train,0.8532567337530137,0.7671043538355218,0.9394091136705057,0.9167102415890596,0.6951650724728861
2,valid,0.7776758299916262,0.7052489905787349,0.8501026694045175,0.7776758299916262,0.5434229068707708
2,test,0.7035470541807883,0.5734806629834254,0.8336134453781513,0.7035470541807883,0.4046215966463038
3,train,0.8562560898721844,0.7695205479452055,0.9429916317991632,0.9268849049979941,0.6970512319146437
3,valid,0.7856955057799792,0.6924101198402131,0.8789808917197452,0.7856955057799792,0.557052416404227
3,test,0.7546889227602043,0.5912743972445464,0.9181034482758621,0.7546889227602043,0.5257075263830839
4,train,0.8238105497288093,0.702628883578013,0.9449922158796056,0.911420838055747,0.6374635790709178
4,valid,0.7663538607059293,0.6081794195250659,0.9245283018867925,0.7663538607059293,0.528903460880456
4,test,0.7258089668615985,0.5508771929824562,0.9007407407407407,0.7258089668615983,0.46963358731059873
