repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9155258566221727,0.8558813140233134,0.9751703992210321,0.9690992444548241,0.8205399878450426
0,valid,0.8268230553235849,0.7924791086350975,0.8611670020120724,0.8268230553235849,0.6435537894483249
0,test,0.8245216515609265,0.8157099697885196,0.8333333333333334,0.8245216515609266,0.6283231584578459
1,train,0.9157736272708716,0.8592132505175983,0.9723340040241448,0.9692811805269158,0.8177107635689542
1,valid,0.8261468439334052,0.790633608815427,0.8616600790513834,0.8261468439334053,0.6424733948231763
1,test,0.8181917211328976,0.7919389978213508,0.8444444444444444,0.8181917211328977,0.6230117069164
2,train,0.9312925850420413,0.8756046993780235,0.9869804707060591,0.9744880797353598,0.8488855945089677
2,valid,0.8322536694293903,0.8061911170928667,0.8583162217659137,0.8322536694293902,0.6523824661454773
2,test,0.7474673847439528,0.7016574585635359,0.7932773109243697,0.7474673847439529,0.48427737688082717
3,train,0.9110162205536769,0.8732876712328768,0.948744769874477,0.9602601808333813,0.8076794244054428
3,valid,0.8286488503651184,0.8229027962716379,0.8343949044585988,0.8286488503651184,0.6460930111748902
3,test,0.790670322129406,0.7336394948335246,0.8477011494252874,0.7906703221294058,0.5784027375077697
4,train,0.9327417271906315,0.8914305223625811,0.9740529320186819,0.9758993462827127,0.8507845867509776
4,valid,0.8118393322380977,0.8060686015831134,0.8176100628930818,0.8118393322380976,0.6125475760500031
4,test,0.801598440545809,0.7824561403508772,0.8207407407407408,0.801598440545809,0.59932807947321
