repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9047668100804935,0.8406923348640056,0.9688412852969815,0.9591010054560081,0.7992277482162086
0,valid,0.8344061583988611,0.8036211699164345,0.8651911468812877,0.8344061583988611,0.6588456625190733
0,test,0.8191860065915957,0.7955689828801611,0.8428030303030303,0.8191860065915957,0.6145692119289331
1,train,0.9085005200283829,0.8547273982056591,0.9622736418511066,0.9594676409040855,0.8035061942808288
1,valid,0.8300694693975326,0.8044077134986226,0.8557312252964426,0.8300694693975327,0.6509720052570969
1,test,0.8000167588402882,0.8017429193899782,0.7982905982905983,0.8000167588402884,0.5906408773289042
2,train,0.8998114483404442,0.8351762266758811,0.9644466700050075,0.9572080996408225,0.7861790086640179
2,valid,0.8158873648923146,0.7590847913862718,0.8726899383983573,0.8158873648923145,0.6180384607691256
2,test,0.7180834764845164,0.6176795580110497,0.8184873949579832,0.7180834764845163,0.4293882066242354
3,train,0.9090388032326475,0.851027397260274,0.9670502092050209,0.9639261047744597,0.8012759593179994
3,valid,0.8140907664515253,0.7683089214380826,0.8598726114649682,0.8140907664515253,0.6123092478389358
3,test,0.7928485886218773,0.6934557979334098,0.8922413793103449,0.7928485886218773,0.5872803342458949
4,train,0.9351998331733752,0.8859679071355412,0.9844317592112092,0.9796843936491783,0.854485741166886
4,valid,0.8126621419049358,0.7783641160949868,0.8469601677148847,0.8126621419049357,0.6105824372324355
4,test,0.7818713450292398,0.7415204678362574,0.8222222222222222,0.7818713450292397,0.559885646335739
