train_true,train_probe
0,0.0010564412
0,0.0013365109
0,0.0018271497
0,0.0027506722
0,7.848368e-05
1,0.9293173
1,0.77816606
1,0.891517
0,0.0002714508
0,0.0032518175
0,0.0023636108
1,0.014159347
1,0.98314154
1,0.9961085
1,0.99518293
1,0.9949399
1,0.993417
1,0.99181354
1,0.9905082
0,0.0033814874
0,0.0015526408
1,0.9948102
1,0.99783736
1,0.9978033
1,0.99959856
0,0.00083250494
1,0.99069387
1,0.9814463
1,0.9983535
1,0.87947357
1,0.0067066196
0,0.0042249723
0,0.0037176497
0,0.0015199208
0,0.0017516996
0,0.0014270616
0,0.0019366634
1,0.014231841
1,0.002601382
1,0.002458773
1,0.008562693
0,0.0008475084
0,0.001534381
1,0.0026719512
0,0.001593394
1,0.9871301
1,0.9841723
1,0.9936202
1,0.9955361
1,0.9946681
0,0.0016045597
1,0.0018419948
0,0.0027287316
0,0.0034616746
1,0.988103
1,0.9880293
0,0.0029962
0,0.001631441
0,0.002128675
0,0.006025052
1,0.983063
1,0.48477307
1,0.3897761
0,0.010755554
1,0.995516
0,0.005221233
0,0.0020408866
0,0.0012683076
1,0.9809638
1,0.99509263
1,0.9940503
0,0.21676855
0,0.00064045796
0,0.00029637586
0,0.00040603412
0,0.0003100185
0,0.0008400493
0,0.0028873438
0,0.0020452791
1,0.9861865
1,0.9892018
1,0.9903654
0,0.0032133486
1,0.01335758
1,0.014040861
1,0.0033762609
0,0.0027064905
0,0.0075986385
0,0.0028407788
1,0.0022463698
1,0.0036206222
0,0.002568055
1,0.986754
1,0.979984
1,0.9956601
0,0.004372978
0,0.0016089528
0,0.00088365056
0,0.0007973474
0,0.0014812018
0,0.0023855427
0,0.0024148547
0,0.00010587861
0,3.111117e-05
0,2.8362047e-05
0,0.00017659942
1,0.007065367
1,0.9824372
1,0.97638047
0,0.00054179644
1,0.0002368445
1,0.00029698142
0,0.019054629
0,0.0014045835
0,0.0015346403
0,0.001874843
0,0.0007472411
0,0.00086045
0,0.0015105703
1,0.878477
1,0.991251
1,0.9923808
1,0.9975188
1,0.98621887
1,0.9878732
1,0.99223995
0,0.0003538725
1,0.9380153
1,0.87848586
1,0.99504834
1,0.007844777
0,0.0025779144
0,0.0012088404
0,0.002059054
1,0.9863973
1,0.98162353
1,0.99847263
1,0.98941666
1,0.99536264
1,0.99524564
0,0.0006714762
1,0.9900247
1,0.98303795
1,0.9974396
0,0.0015063854
0,0.002502619
0,0.0035792924
0,0.0040979553
1,0.0024281912
0,0.001618458
0,0.0022282158
1,0.0024393816
1,0.9750719
1,0.46640426
1,0.38942719
1,0.43414506
1,0.9905732
1,0.9887828
0,0.0013814699
0,0.00093065837
0,0.003186572
0,0.0012453212
0,0.0021762042
0,0.0031919912
0,0.0018880707
0,0.0014380333
0,0.005210094
1,0.0045121075
1,0.0019601088
1,0.0014416531
1,0.009413136
0,0.0015347536
1,0.004705571
1,0.0068816617
0,0.00810984
0,0.001828714
0,0.0024975794
0,0.0047069583
1,0.0052393437
1,0.9932041
1,0.9894211
1,0.9990717
1,0.992431
0,0.008171434
0,0.0034445745
0,0.0017142401
0,0.0008538752
0,0.026234401
0,0.0018514249
1,0.98881173
1,0.99341315
1,0.9938002
1,0.99775887
1,0.29610315
1,0.98929775
1,0.9878088
1,0.99506867
1,0.9954863
1,0.9956273
1,0.98226696
1,0.45348504
1,0.40585268
1,0.99350923
1,0.98685455
1,0.99708694
1,0.976934
1,0.87573886
1,0.85074854
0,0.1407818
1,0.9900737
1,0.9893527
1,0.9925498
0,0.0008518045
1,0.30102333
1,0.17185107
1,0.91935056
1,0.9634127
1,0.9945363
1,0.9932498
1,0.98977447
1,0.9816553
1,0.98130554
1,0.99509466
1,0.99484175
1,0.9947666
1,0.99737823
1,0.9968472
1,0.9974753
1,0.99903846
1,0.8389039
1,0.9885057
1,0.98850507
1,0.9988432
0,0.013683858
0,0.0028475758
0,0.0035422272
0,0.0038966637
0,0.0012941579
0,0.0019621656
1,0.0024371534
0,0.00617711
1,0.99143267
0,0.009905212
0,0.003996
0,0.0025862947
1,0.99813485
1,0.00249979
0,0.0007923738
0,0.0004341456
1,0.985782
1,0.9849166
1,0.9966325
0,0.0045146057
0,0.0015898144
0,0.00087663176
1,0.005561881
1,0.8862638
1,0.8068487
0,0.030316876
0,0.0041704047
0,0.0042429087
0,0.002493999
1,0.9968098
1,0.9975623
1,0.9970193
0,0.0020791434
0,0.00063506834
0,0.0008791642
0,0.001167925
0,0.0022749265
1,0.0002605526
1,9.663938e-05
0,0.00011641416
0,0.00041623073
1,0.9962302
1,0.00458849
1,0.0016659922
1,0.9957664
1,0.9947923
1,0.99559814
1,0.998063
1,0.99422705
1,0.99670285
1,0.99739134
0,0.0036807205
1,0.83745337
1,0.7578567
0,0.0017633179
1,0.004078766
1,0.0059176097
1,0.96200275
1,0.98428243
1,0.9868249
1,0.9928411
1,0.017998429
1,0.98116666
1,0.9743664
1,0.9986393
0,0.0006335449
1,0.00055001
1,0.00067219074
1,0.97101015
1,0.1611434
