train_true,train_probe
0,0.0043496243
0,0.0063118697
0,0.004835563
0,0.007067977
0,0.009100908
1,0.9820707
1,0.97724164
1,0.96456295
0,0.0030121158
0,0.39759785
0,0.40296972
1,0.8697484
1,0.95839643
1,0.9729552
1,0.97459316
1,0.9646458
1,0.8790291
1,0.87446445
1,0.9592733
0,0.024273856
0,0.015616373
1,0.95091283
1,0.9772793
1,0.98951566
1,0.98916465
0,0.0062013804
1,0.98816806
1,0.9868384
1,0.9816523
1,0.94083476
1,0.040486537
0,0.020175867
0,0.01598929
0,0.002815159
0,0.036728106
0,0.032802347
0,0.012323476
1,0.079915196
1,0.030657915
1,0.019092701
1,0.01763013
0,0.0043228837
0,0.008034506
1,0.0070026773
0,0.0054344716
1,0.9830835
1,0.9852143
1,0.9887384
1,0.96637124
1,0.97405064
0,0.004194246
1,0.022417169
0,0.013444747
0,0.013963114
1,0.97198987
1,0.97887826
0,0.0051992415
0,0.007984028
0,0.009266998
0,0.0042445688
1,0.9442325
1,0.1383836
1,0.069936104
0,0.024697948
1,0.0068616746
0,0.0059036706
0,0.0037519792
0,0.0037090057
1,0.9844518
1,0.9565496
1,0.95820415
0,0.106505886
0,0.0050194706
0,0.028792495
0,0.014373085
0,0.01850739
0,0.0023485683
0,0.004515941
0,0.0040885103
1,0.97682685
1,0.9199394
1,0.94150573
0,0.0046931393
1,0.15637915
1,0.14326604
1,0.02076921
0,0.013009539
0,0.015797611
0,0.0026934159
1,0.0062871426
1,0.005177482
0,0.32974017
1,0.9817663
1,0.9866578
1,0.9575208
0,0.05894548
0,0.029459639
0,0.0132617885
0,0.0042687715
0,0.0043600323
0,0.00326484
0,0.0031669333
0,0.00824241
0,0.0035249775
0,0.0023328844
0,0.0019733657
1,0.0049963472
1,0.025999919
1,0.017425887
0,0.0018256911
1,0.029897548
1,0.030428179
0,0.02055669
0,0.07716877
0,0.09430547
0,0.035608105
0,0.020504527
0,0.01538107
0,0.040922835
1,0.97895116
1,0.9708136
1,0.98656917
1,0.9844545
1,0.9515565
1,0.9666314
1,0.8705682
0,0.05041335
1,0.45265734
1,0.36123246
1,0.93499583
1,0.013021997
0,0.0033568144
0,0.0036752091
0,0.08180211
1,0.94246316
1,0.95483106
1,0.966978
1,0.98752755
1,0.9055918
1,0.8724065
0,0.043159302
1,0.9662393
1,0.9706498
1,0.9699294
0,0.0062622125
0,0.02961451
0,0.017352216
0,0.018273886
1,0.009361355
0,0.010895352
0,0.011049393
1,0.0117779095
1,0.97991395
1,0.9396886
1,0.9462654
1,0.97464925
1,0.97018886
1,0.98135996
0,0.0054410114
0,0.0026523923
0,0.011070296
0,0.004318908
0,0.13074793
0,0.021538595
0,0.024761515
0,0.014735943
0,0.02487372
1,0.9457301
1,0.96931183
1,0.98324376
1,0.98007137
0,0.02722202
1,0.15219828
1,0.17874183
0,0.003216836
0,0.0073014195
0,0.008227284
0,0.0023432204
1,0.016189484
1,0.7688843
1,0.7706601
1,0.9458991
1,0.9337693
0,0.013926423
0,0.007300313
0,0.008769086
0,0.002697133
0,0.2885409
0,0.0358016
1,0.9614921
1,0.96322966
1,0.98433506
1,0.99229604
1,0.62011725
1,0.97688043
1,0.98453933
1,0.9854634
1,0.9728047
1,0.9807263
1,0.9152863
1,0.044727154
1,0.027110524
1,0.98412514
1,0.9831192
1,0.94486254
1,0.9861157
1,0.79683924
1,0.72759265
0,0.062217608
1,0.9641278
1,0.974815
1,0.9858365
0,0.0013215975
1,0.29328266
1,0.2881357
1,0.99872833
1,0.96619606
1,0.96628034
1,0.9685638
1,0.98463225
1,0.95456105
1,0.9654496
1,0.98966914
1,0.975656
1,0.98589873
1,0.95696163
1,0.96330696
1,0.98180765
1,0.9739991
1,0.9744601
1,0.97608215
1,0.9912476
1,0.9949896
0,0.078808784
0,0.20790425
0,0.19441177
0,0.14796178
0,0.021762658
0,0.031650152
1,0.03926814
0,0.0157318
1,0.97016484
0,0.022699894
0,0.012210657
0,0.0092082
1,0.9562035
1,0.006072026
0,0.0023491727
0,0.004649742
1,0.95394045
1,0.9650109
1,0.90308195
0,0.010405839
0,0.005513063
0,0.0077495757
1,0.023186302
1,0.8229191
1,0.806462
0,0.0063034715
0,0.014753822
0,0.01247809
0,0.00724005
1,0.9832355
1,0.9380767
1,0.9258819
0,0.014150803
0,0.0046428354
0,0.023185529
0,0.017358446
0,0.0069564264
1,0.009260455
1,0.0087283
0,0.007794943
0,0.0054625687
1,0.73612607
1,0.0057985336
1,0.0029545072
1,0.96441287
1,0.95862216
1,0.9682681
1,0.70911956
