repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.8528271635808445,0.730483927940657,0.9751703992210321,0.956204726018139,0.7028628628218855
0,valid,0.7809419189230088,0.6685236768802229,0.8933601609657947,0.7809419189230088,0.5567127461729975
0,test,0.7500915499404925,0.6062437059415912,0.8939393939393939,0.7500915499404925,0.4806204598266182
1,train,0.8912144363767145,0.8357487922705314,0.9466800804828974,0.959151909385922,0.7692044952141619
1,valid,0.7775482093663912,0.7369146005509641,0.8181818181818182,0.7775482093663911,0.5462614289906519
1,test,0.745475113122172,0.696078431372549,0.7948717948717948,0.745475113122172,0.47877270418558154
2,train,0.5517446003144315,0.5566689702833448,0.5468202303455183,0.5625311671723203,0.10177619324573173
2,valid,0.5578610494664784,0.5572005383580081,0.5585215605749486,0.5578610494664784,0.11321725757856144
2,test,0.5708203723478341,0.5668508287292817,0.5747899159663865,0.5708203723478341,0.13861446693375193
3,train,0.893687310139279,0.8328767123287671,0.9544979079497908,0.9633486416002751,0.7707523924564332
3,valid,0.7798137515160254,0.7443408788282291,0.8152866242038217,0.7798137515160254,0.5456346867322017
3,test,0.742003675257664,0.6636050516647531,0.8204022988505747,0.7420036752576639,0.4835385688871912
4,train,0.843599241909768,0.796176169341072,0.8910223144784639,0.9226236994796235,0.6731522246269344
4,valid,0.7290328736662186,0.6530343007915568,0.8050314465408805,0.7290328736662187,0.44656101557531686
4,test,0.7263937621832359,0.6409356725146199,0.8118518518518518,0.7263937621832358,0.45278752436647174
