repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.5065607612477931,0.3617096432356058,0.6514118792599806,0.5169014840218378,0.013526001604591881
0,valid,0.49641161733632994,0.36908077994428967,0.6237424547283702,0.49641161733632994,-0.007300249035692553
0,test,0.53307527693857,0.37865055387714,0.6875,0.53307527693857,0.06578295828740717
1,train,0.7927188736282429,0.6342305037957212,0.9512072434607646,0.9055716285289377,0.5880483180983606
1,valid,0.7388609414301114,0.5785123966942148,0.8992094861660079,0.7388609414301114,0.48363299498495976
1,test,0.6700854700854701,0.4444444444444444,0.8957264957264958,0.6700854700854701,0.35797260590111446
2,train,0.5854754834393955,0.4934346924671735,0.6775162744116174,0.6278688073575464,0.1700464006898511
2,valid,0.5501573895716627,0.4576043068640646,0.6427104722792608,0.5501573895716627,0.09946853879902676
2,test,0.5073216026742189,0.39447513812154694,0.6201680672268908,0.5073216026742189,0.014696028312461975
3,train,0.6183505760302631,0.3873287671232877,0.8493723849372385,0.7319802473204563,0.2541419743733039
3,valid,0.558541901668264,0.3209054593874834,0.7961783439490446,0.558541901668264,0.12750894658668707
3,test,0.571916610581047,0.365097588978186,0.7787356321839081,0.571916610581047,0.15577395447763032
4,train,0.7703383288599962,0.5889382041652441,0.9517384535547483,0.896664140762268,0.5465719492918941
4,valid,0.6923576884994718,0.46437994722955145,0.9203354297693921,0.6923576884994717,0.40296996691594833
4,test,0.6856530214424952,0.4409356725146199,0.9303703703703704,0.6856530214424952,0.411913920723382
