repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9312586136862123,0.8756623101377605,0.9868549172346641,0.9801017184551204,0.8518246002564083
0,valid,0.8094906486271389,0.7618384401114207,0.8571428571428571,0.809490648627139,0.6087465882864495
0,test,0.8022321019866336,0.7351460221550856,0.8693181818181818,0.8022321019866337,0.5762622682693395
1,train,0.9560065708259218,0.9240855762594893,0.9879275653923542,0.9818009159164789,0.9011342314491891
1,valid,0.8021619355611451,0.8236914600550964,0.7806324110671937,0.8021619355611449,0.6015051585075284
1,test,0.7984162895927602,0.8464052287581699,0.7504273504273504,0.7984162895927602,0.5977738989732908
2,train,0.8964658978792999,0.8199723565998618,0.9729594391587381,0.9636824794897945,0.7795049706387858
2,valid,0.7978642552944526,0.7456258411843876,0.8501026694045175,0.7978642552944525,0.582793697074186
2,test,0.6903430985653931,0.5790055248618785,0.8016806722689076,0.690343098565393,0.37639057939128523
3,train,0.9436428898951109,0.8993150684931507,0.9879707112970711,0.9819659182094342,0.8718284639075333
3,valid,0.806497211078788,0.7509986684420772,0.861995753715499,0.8064972110787881,0.5969449402082135
3,test,0.7726058038718873,0.6659012629161883,0.8793103448275862,0.7726058038718872,0.5482149516314805
4,train,0.9294026256767365,0.8733356094230112,0.9854696419304618,0.9764088088568355,0.8421084896104467
4,valid,0.8059220170038112,0.7229551451187335,0.8888888888888888,0.8059220170038112,0.5960087793559327
4,test,0.7599220272904483,0.656140350877193,0.8637037037037038,0.7599220272904483,0.5218571495899327
