valid_true,valid_probe
1,0.77934504
1,0.8608887
1,0.9141317
1,0.94847435
1,0.7423555
1,0.7992383
1,0.84493077
1,0.844746
1,0.8917256
0,0.32913804
1,0.72862786
1,0.7948563
0,0.33983198
0,0.2813287
0,0.36081302
0,0.26065636
1,0.8105307
1,0.79732496
1,0.76740104
0,0.008344344
0,0.011877994
0,0.01548912
0,0.03950353
0,0.03170889
0,0.037997417
0,0.022314906
1,0.77053964
1,0.8005355
1,0.14551406
0,0.13355988
0,0.0866469
0,0.1210281
1,0.71368074
1,0.73656976
1,0.93695074
1,0.88026375
1,0.8528907
0,0.030122506
1,0.87528986
1,0.8567289
1,0.9291723
1,0.46512637
1,0.7472517
1,0.7046864
1,0.70568407
0,0.018498808
0,0.027142702
0,0.014731665
0,0.009185657
1,0.14579126
1,0.6585814
1,0.72146094
0,0.30879742
1,0.7586709
1,0.8349731
1,0.72394747
1,0.78092563
1,0.8596011
1,0.9310649
1,0.61965185
1,0.5004279
1,0.6339577
1,0.3388266
1,0.84982413
1,0.8291393
1,0.7992758
1,0.7446125
1,0.71956
0,0.792542
0,0.73398364
0,0.3984239
1,0.8377807
1,0.59488857
1,0.5654703
1,0.23191237
1,0.55221933
1,0.6104778
1,0.67548424
1,0.8560421
1,0.5657285
1,0.48139465
1,0.51019657
0,0.07794845
0,0.062084682
0,0.026851913
0,0.08777914
0,0.12572667
0,0.15329392
0,0.056806393
0,0.00851115
0,0.0066489372
0,0.0032066538
0,0.0025368736
1,0.5674509
1,0.7129077
1,0.8889631
1,0.8062938
1,0.8712273
1,0.7913964
0,0.72108984
0,0.80535746
0,0.8017807
0,0.79644364
1,0.82098603
1,0.86044306
1,0.9445651
1,0.68053114
1,0.6323506
1,0.61887485
0,0.021483794
0,0.048998248
1,0.08567469
0,0.023796074
1,0.86404157
1,0.79837847
0,0.2777462
0,0.62469
0,0.6365146
0,0.31488127
0,0.037899755
1,0.7390394
0,0.053853218
0,0.05184214
0,0.030915478
1,0.82123965
1,0.8748474
1,0.88584924
0,0.031938948
1,0.14530534
1,0.24212885
1,0.23306677
1,0.70660746
1,0.8226067
0,0.54157805
0,0.15394637
0,0.12849544
0,0.15233386
0,0.07747613
0,0.65793097
0,0.6859555
0,0.33355913
0,0.13031144
1,0.19213864
1,0.118912645
0,0.5433892
1,0.7814886
0,0.8214381
0,0.7736727
1,0.36343408
1,0.6944663
1,0.7580489
0,0.35928112
0,0.29899964
0,0.21592645
0,0.15744299
1,0.8760059
1,0.9086775
1,0.9710008
0,0.08000551
0,0.055213835
0,0.046944253
0,0.018617049
1,0.28989068
1,0.13502805
1,0.104342885
1,0.083716296
0,0.03975958
0,0.04169235
0,0.068874896
1,0.26678804
1,0.3995034
1,0.44352272
0,0.6303677
1,0.6856262
1,0.61224234
1,0.66643405
1,0.78653586
0,0.016021674
1,0.1632512
1,0.14812198
0,0.15122129
0,0.05649481
0,0.035538115
0,0.03288646
0,0.022116538
1,0.23617066
1,0.64534605
1,0.5639672
1,0.9042207
0,0.6931083
0,0.16972461
0,0.5018125
0,0.029749157
0,0.02802657
0,0.027113171
0,0.021769628
0,0.120775
1,0.79007614
1,0.78564894
0,0.024163125
0,0.024835082
0,0.021687021
1,0.58369935
1,0.846133
1,0.8534186
1,0.28747746
1,0.86748403
1,0.881519
0,0.018395659
1,0.87401927
1,0.86806834
1,0.8970788
1,0.8277321
1,0.8869419
1,0.9495024
1,0.7418322
1,0.7588666
1,0.7721537
0,0.0837201
0,0.072100416
0,0.038159087
1,0.29620454
1,0.039753847
1,0.018765878
1,0.8560059
1,0.62077874
1,0.65433097
1,0.8584156
1,0.8408655
1,0.78049177
1,0.8274235
1,0.6994566
1,0.67863584
1,0.7620316
1,0.37590134
0,0.060878355
0,0.076100856
0,0.032099478
1,0.47581872
0,0.6553062
0,0.7239062
0,0.765021
1,0.6621128
1,0.80329275
1,0.78348774
1,0.6660376
1,0.7938177
1,0.6645445
1,0.7273093
0,0.0065563433
0,0.011484334
0,0.014731998
0,0.009036158
1,0.7620203
1,0.74860936
1,0.78112787
1,0.5855426
1,0.72342217
1,0.74743223
1,0.8003579
1,0.83511084
0,0.0033517117
0,0.01819131
0,0.005477061
0,0.6936607
0,0.4756372
0,0.4614109
0,0.2097028
1,0.04246455
1,0.014291113
1,0.019449918
1,0.027443053
1,0.6621074
1,0.6498649
0,0.20557077
1,0.39739102
0,0.26376572
0,0.29680347
0,0.08246183
1,0.7504937
1,0.8593991
1,0.86117166
1,0.89256823
0,0.62188804
0,0.84972566
0,0.7020873
0,0.04675075
0,0.046508223
0,0.025925191
1,0.88147
1,0.61327094
1,0.43218505
0,0.08515085
1,0.8333368
1,0.8242827
1,0.9118281
1,0.11789229
1,0.08742776
1,0.14614214
1,0.8259542
1,0.85838443
1,0.90672255
1,0.9412784
1,0.77689433
1,0.82645524
1,0.86533844
0,0.5438372
0,0.44538224
0,0.17514412
1,0.73056597
1,0.8138012
1,0.8115545
1,0.21969493
0,0.06327337
0,0.045747187
0,0.02985853
0,0.061815865
0,0.07846204
0,0.10613742
0,0.81388456
1,0.6716292
1,0.7419837
0,0.13442075
1,0.28913623
1,0.22810557
1,0.85154134
1,0.76469976
1,0.81580985
1,0.71479213
1,0.70116806
1,0.4515941
1,0.5885036
0,0.029749157
0,0.027113171
0,0.021769628
0,0.1877661
1,0.8594731
1,0.86739194
