repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9111296306678356,0.8495231367008125,0.9727361246348588,0.9542941085223858,0.8118145175631026
0,valid,0.8185421722535772,0.7980501392757661,0.8390342052313883,0.8185421722535772,0.6282212188493235
0,test,0.8158043806646526,0.7774420946626385,0.8541666666666666,0.8158043806646524,0.6054820177604523
1,train,0.9130337581041806,0.8492063492063492,0.9768611670020121,0.9589736486552163,0.8118925142200062
1,valid,0.8197688345909689,0.7699724517906336,0.8695652173913043,0.8197688345909689,0.6293255214801033
1,test,0.7797134238310709,0.7679738562091504,0.7914529914529914,0.7797134238310708,0.5482977652843516
2,train,0.9278400150329156,0.8787145818935729,0.9769654481722584,0.948088251935609,0.8426185339089954
2,valid,0.8102274203310293,0.7806191117092867,0.839835728952772,0.8102274203310293,0.6083564311215574
2,test,0.7417939551511212,0.6718232044198895,0.8117647058823529,0.7417939551511212,0.47352690276281273
3,train,0.9038337536539234,0.8578767123287672,0.9497907949790795,0.9473630853441853,0.792224045443656
3,valid,0.7883430726476517,0.7656458055925432,0.8110403397027601,0.7883430726476517,0.563467407935532
3,test,0.7935405861936999,0.7393800229621125,0.8477011494252874,0.7935405861936998,0.5839426416313079
4,train,0.9196724308903521,0.8668487538409013,0.9724961079398028,0.9579880737389274,0.8231619161820922
4,valid,0.7975625473634136,0.7691292875989446,0.8259958071278826,0.7975625473634136,0.5813113574984253
4,test,0.7711500974658869,0.7274853801169591,0.8148148148148148,0.7711500974658869,0.5386833129254259
