repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9137498078204274,0.8421052631578947,0.98539435248296,0.9777272903935665,0.8170204921577822
0,valid,0.8021401388834399,0.745125348189415,0.8591549295774648,0.8021401388834398,0.5942049041228313
0,test,0.7702010665568068,0.7089627391742196,0.8314393939393939,0.7702010665568069,0.5149989657064261
1,train,0.9406219928265244,0.8913043478260869,0.9899396378269618,0.9813761797840181,0.8676878312863565
1,valid,0.8168044077134986,0.8154269972451791,0.8181818181818182,0.8168044077134986,0.6272583476019149
1,test,0.7893413775766717,0.7581699346405228,0.8205128205128205,0.7893413775766717,0.5655291560501473
2,train,0.9310846885393744,0.8731859018659295,0.9889834752128193,0.9703393203142654,0.8483059752047237
2,valid,0.8112112778817215,0.7456258411843876,0.8767967145790554,0.8112112778817214,0.6087930254443421
2,test,0.6955243976043457,0.5591160220994476,0.8319327731092437,0.6955243976043456,0.3898599773150308
3,train,0.948400154754399,0.913013698630137,0.983786610878661,0.9803062489253167,0.8830630363663665
3,valid,0.8041069091176379,0.8268974700399467,0.7813163481953291,0.804106909117638,0.6024246727439738
3,test,0.7748393311954814,0.7795637198622273,0.7701149425287356,0.7748393311954814,0.5476157191574448
4,train,0.9402390921768482,0.8955274837828611,0.9849507005708354,0.9819694896497864,0.8652200762926623
4,valid,0.7899636580873202,0.7308707124010554,0.8490566037735849,0.7899636580873203,0.5647699034168344
4,test,0.7745029239766081,0.7134502923976608,0.8355555555555556,0.7745029239766082,0.5460972897326949
