repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.937268202200082,0.8837866478276227,0.9907497565725414,0.9824408920984358,0.8638491056836068
0,valid,0.8152928714347365,0.7855153203342619,0.8450704225352113,0.8152928714347366,0.6210114432975915
0,test,0.7992853382770302,0.7633434038267876,0.8352272727272727,0.7992853382770301,0.5734628918007273
1,train,0.9074106474596371,0.8309178743961353,0.9839034205231388,0.9737121833832532,0.8005650228566167
1,valid,0.8033596837944664,0.7272727272727273,0.8794466403162056,0.8033596837944664,0.597541803510972
1,test,0.7770068711245182,0.6753812636165577,0.8786324786324786,0.7770068711245182,0.5420043509035809
2,train,0.8851814349028726,0.8189357290946786,0.9514271407110666,0.9545852123035972,0.7573258059312343
2,valid,0.8094425452063199,0.7523553162853297,0.86652977412731,0.8094425452063199,0.6053970505502244
2,test,0.7237801197827197,0.6441988950276243,0.8033613445378152,0.7237801197827197,0.43887440795270904
3,train,0.8862067977302688,0.8503424657534246,0.922071129707113,0.9534687195506392,0.7584570562594977
3,valid,0.7747758826872027,0.7470039946737683,0.802547770700637,0.7747758826872027,0.5362607205321945
3,test,0.7378145743431384,0.7026406429391504,0.7729885057471264,0.7378145743431385,0.4727239831149632
4,train,0.9426768232000982,0.9061113007852509,0.9792423456149455,0.9816309995618496,0.8715467404235416
4,valid,0.7943003490372436,0.7730870712401056,0.8155136268343816,0.7943003490372436,0.5755766753328518
4,test,0.7613645224171539,0.7286549707602339,0.794074074074074,0.7613645224171539,0.5191029296837657
