repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9608964011945917,0.9261744966442953,0.9956183057448881,0.9926409411450703,0.9127799400485624
0,valid,0.7957900606984525,0.8008356545961003,0.7907444668008048,0.7957900606984525,0.5857829228380469
0,test,0.7516879520278312,0.8026183282980867,0.7007575757575758,0.7516879520278311,0.4957629949142021
1,train,0.9612530253987694,0.927536231884058,0.9949698189134809,0.9917916748246554,0.9113432316530025
1,valid,0.7952149958078811,0.7920110192837465,0.7984189723320159,0.7952149958078812,0.5838094933132004
1,test,0.7607424166247696,0.7505446623093682,0.770940170940171,0.7607424166247697,0.51084198255227
2,train,0.9673213171519546,0.9381478921907395,0.9964947421131698,0.9926834792617399,0.9247195665153445
2,valid,0.761722690352945,0.7698519515477793,0.7535934291581109,0.761722690352945,0.5160432170914174
2,test,0.6999257161428107,0.6906077348066298,0.7092436974789916,0.6999257161428106,0.39202289069425983
3,train,0.9540974092967273,0.9191780821917809,0.9890167364016736,0.9901790064194418,0.8946373178606283
3,valid,0.7648443264606851,0.758988015978695,0.7707006369426752,0.7648443264606852,0.5187245406654862
3,test,0.7278816461459282,0.7359357060849598,0.7198275862068966,0.7278816461459282,0.453932433039968
4,train,0.9630795989428408,0.9334243769204507,0.9927348209652309,0.9934351880511316,0.9142027426536955
4,valid,0.7967037829884447,0.7862796833773087,0.8071278825995807,0.7967037829884447,0.5816463262021266
4,test,0.7564522417153996,0.6877192982456141,0.8251851851851851,0.7564522417153997,0.5108642155482079
