repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9720040365449019,0.9459554927587425,0.9980525803310614,0.9913029929797276,0.9365031173373444
0,valid,0.7872765842968675,0.8119777158774373,0.7625754527162978,0.7872765842968675,0.5717814637118387
0,test,0.7645850498947175,0.7905337361530715,0.7386363636363636,0.7645850498947176,0.5157454911095615
1,train,0.9697423672469601,0.9409937888198758,0.9984909456740443,0.9907302684290699,0.9294829047576202
1,valid,0.7981794226853516,0.7920110192837465,0.8043478260869565,0.7981794226853516,0.589391931485173
1,test,0.7824534942182002,0.7973856209150327,0.7675213675213676,0.7824534942182001,0.557608641786109
2,train,0.9662671270208699,0.93503800967519,0.9974962443665498,0.9887885560199317,0.9221680761006401
2,valid,0.8104775301859104,0.7913862718707941,0.8295687885010267,0.8104775301859104,0.6098905358271363
2,test,0.6820279493012675,0.6464088397790055,0.7176470588235294,0.6820279493012675,0.35619929498710606
3,train,0.9771887717086032,0.9585616438356165,0.99581589958159,0.9943546884851263,0.9458491140713887
3,valid,0.7946601982918742,0.8122503328894807,0.7770700636942676,0.7946601982918741,0.5821365851220035
3,test,0.7662483339271811,0.7278989667049368,0.8045977011494253,0.7662483339271811,0.529244152758173
4,train,0.9192490746667852,0.8654831000341413,0.9730150492994292,0.9805135659137911,0.8222183959602402
4,valid,0.7889610748798284,0.7058047493403694,0.8721174004192872,0.7889610748798283,0.563105245800521
4,test,0.7542300194931775,0.6877192982456141,0.8207407407407408,0.7542300194931775,0.5062873473529556
