repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.5374886884909287,0.7400211939244083,0.3349561830574489,0.5708110786235436,0.08144128228177042
0,valid,0.5385572487851903,0.7632311977715878,0.31388329979879276,0.5385572487851902,0.0855690616040682
0,test,0.5391776526595258,0.7260825780463243,0.3522727272727273,0.5391776526595258,0.08131311927467857
1,train,0.8839073085858145,0.8050379572118702,0.9627766599597586,0.959666730541982,0.7544621341421809
1,valid,0.7912923703437538,0.7327823691460055,0.849802371541502,0.7912923703437538,0.5732691741484539
1,test,0.7673705379587733,0.673202614379085,0.8615384615384616,0.7673705379587734,0.5227285334025918
2,train,0.5943546453058994,0.44609536973047687,0.7426139208813219,0.6547526022966723,0.19221842477367546
2,valid,0.5797767527726266,0.39569313593539707,0.7638603696098563,0.5797767527726266,0.16562733174271818
2,test,0.5586053205812711,0.3911602209944751,0.7260504201680672,0.5586053205812711,0.12065012706231067
3,train,0.8219600790966928,0.8410958904109589,0.8028242677824268,0.89369931076976,0.6393485822250907
3,valid,0.7098758626148858,0.7403462050599201,0.6794055201698513,0.7098758626148858,0.4137229288112667
3,test,0.7027280705227179,0.7531572904707233,0.6522988505747126,0.7027280705227181,0.40729244353328337
4,train,0.7429024714471519,0.5527483782861045,0.9330565646081993,0.8813590912980676,0.4951664977172396
4,valid,0.6665505053019366,0.42744063324538256,0.9056603773584906,0.6665505053019366,0.3543215878813172
4,test,0.6426900584795321,0.39649122807017545,0.8888888888888888,0.6426900584795321,0.31895277684563894
