repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9355258600616281,0.8788413987990109,0.9922103213242454,0.9776306416957616,0.8602352546011091
0,valid,0.799817007896964,0.7646239554317549,0.8350100603621731,0.799817007896964,0.5900727712038951
0,test,0.8005555937013641,0.7583081570996979,0.8428030303030303,0.8005555937013641,0.575172312389038
1,train,0.9196009389671361,0.8809523809523809,0.9582494969818913,0.9730414925717175,0.8271035133521806
1,valid,0.8101569050185651,0.8278236914600551,0.7924901185770751,0.810156905018565,0.6169639610011419
1,test,0.7727249874308698,0.7745098039215687,0.770940170940171,0.7727249874308697,0.5360593784050379
2,train,0.9423850703491312,0.8997926744989634,0.9849774661992989,0.9777036840679125,0.8723586838212287
2,valid,0.8073629024903204,0.7954239569313594,0.8193018480492813,0.8073629024903204,0.6045464082292
2,test,0.7349644830307813,0.7270718232044199,0.7428571428571429,0.7349644830307813,0.46131221019003676
3,train,0.9163487992204964,0.861986301369863,0.9707112970711297,0.9718060411532069,0.816102434235441
3,valid,0.7739291701651867,0.7177097203728362,0.8301486199575372,0.7739291701651867,0.5333284102137636
3,test,0.7582412869340301,0.6601607347876005,0.8563218390804598,0.7582412869340301,0.5182449235904333
4,train,0.9320110634258315,0.8842608398770911,0.9797612869745719,0.9810663474235332,0.8483401196615632
4,valid,0.8038518555395142,0.7691292875989446,0.8385744234800838,0.8038518555395142,0.5931708366184205
4,test,0.7704873294346979,0.7157894736842105,0.8251851851851851,0.7704873294346979,0.5377809846088586
