repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.8705178306529084,0.7785234899328859,0.9625121713729309,0.9234485562369881,0.7332062022274138
0,valid,0.796028258688622,0.7228412256267409,0.869215291750503,0.796028258688622,0.582616097013046
0,test,0.8137302023253685,0.771399798590131,0.8560606060606061,0.8137302023253686,0.6008789331110478
1,train,0.8815854061567472,0.8008971704623878,0.9622736418511066,0.9277234316874332,0.7499564635760845
1,valid,0.7916516948137502,0.7493112947658402,0.83399209486166,0.7916516948137502,0.5740368568047478
1,test,0.7808446455505279,0.7189542483660131,0.8427350427350427,0.780844645550528,0.5477300002558841
2,train,0.8661369732553218,0.7933655839668279,0.9389083625438157,0.9078418076319732,0.7198991687296679
2,valid,0.7847590516276486,0.7173620457604307,0.8521560574948666,0.7847590516276487,0.5571199686898264
2,test,0.7385254654347927,0.6585635359116022,0.8184873949579832,0.7385254654347927,0.4676324677751955
3,train,0.8682552874419671,0.8113013698630137,0.9252092050209205,0.9135315168796928,0.7208759663128175
3,valid,0.7891346569754129,0.762982689747004,0.8152866242038217,0.789134656975413,0.5647034531518103
3,test,0.767953996595273,0.7600459242250287,0.7758620689655172,0.767953996595273,0.5330726135151455
4,train,0.8664873197768392,0.800955957664732,0.9320186818889465,0.9362879445971188,0.7173469687115415
4,valid,0.769469474452797,0.7150395778364116,0.8238993710691824,0.769469474452797,0.52485283867767
4,test,0.764990253411306,0.695906432748538,0.8340740740740741,0.764990253411306,0.5278192380475103
