repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9622663362955071,0.9279406570116566,0.9965920155793574,0.992461573543984,0.9155810281795954
0,valid,0.7707204228154442,0.7506963788300836,0.7907444668008048,0.7707204228154442,0.5333200742975195
0,test,0.7592207955689829,0.7059415911379657,0.8125,0.7592207955689829,0.4942865516268149
1,train,0.9532229609541306,0.9109730848861284,0.9954728370221329,0.9915082281126371,0.8937690443658868
1,valid,0.7682656605581506,0.6887052341597796,0.8478260869565217,0.7682656605581507,0.5289688427921581
1,test,0.7313893078598961,0.664488017429194,0.7982905982905983,0.7313893078598963,0.4514981918527758
2,train,0.9559359772208416,0.9163787145818936,0.9954932398597897,0.9918475674811457,0.8999062866635309
2,valid,0.7778305941007237,0.7671601615074024,0.7885010266940452,0.7778305941007237,0.5459260537510627
2,test,0.7297738985096801,0.7082872928176795,0.7512605042016807,0.7297738985096801,0.4502359394779534
3,train,0.9670767180604115,0.9393835616438356,0.9947698744769874,0.9934449690491202,0.9226207864595493
3,valid,0.768605765560993,0.7856191744340879,0.7515923566878981,0.768605765560993,0.5294956868260875
3,test,0.7488593174710005,0.7347876004592423,0.7629310344827587,0.7488593174710004,0.4947914344942782
4,train,0.9682349066286475,0.9385455786958006,0.9979242345614946,0.9943130830449687,0.9246376721467057
4,valid,0.7753964698008109,0.762532981530343,0.7882599580712788,0.7753964698008109,0.5390261986137024
4,test,0.764561403508772,0.7380116959064328,0.7911111111111111,0.7645614035087719,0.525470297499219
