repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.534639099660629,0.3097845284351819,0.759493670886076,0.47443831113107526,0.0761109493991149
0,valid,0.5346451970878194,0.3147632311977716,0.7545271629778671,0.5346451970878194,0.07535538233923635
0,test,0.5584117229698801,0.32326283987915405,0.7935606060606061,0.55841172296988,0.12350228558407032
1,train,0.8844042515965358,0.8105590062111802,0.9582494969818913,0.9433469346097288,0.7553643675130924
1,valid,0.814468798658522,0.7534435261707989,0.8754940711462451,0.814468798658522,0.6188580095444605
1,test,0.7890145801910509,0.7352941176470589,0.8427350427350427,0.7890145801910509,0.563783592579606
2,train,0.569881601946804,0.33655839668279197,0.8032048072108162,0.5153775064808684,0.15308369503945796
2,valid,0.574134771902576,0.3351278600269179,0.813141683778234,0.574134771902576,0.16213485106874856
2,test,0.5777519847718093,0.3370165745856354,0.8184873949579832,0.5777519847718092,0.1703077668479404
3,train,0.5,0.0,1.0,0.38149726672207257,0.0
3,valid,0.5,0.0,1.0,0.5,0.0
3,test,0.5,0.0,1.0,0.5,0.0
4,train,0.5382468109201988,0.3219528849436668,0.7545407368967306,0.4999759929825096,0.0823407691983508
4,valid,0.5339619875762655,0.3153034300791557,0.7526205450733753,0.5339619875762655,0.07295171747188066
4,test,0.5430019493177387,0.32748538011695905,0.7585185185185185,0.5430019493177387,0.09415349532855101
