train_true,train_probe
0,0.000115153765
0,4.5978297e-05
0,5.4661003e-05
0,0.002797497
0,0.00070251606
0,0.0005909019
0,0.0028228771
0,0.00071193354
1,0.9994055
1,0.99934644
1,0.99868506
1,0.04273893
1,0.00096267567
1,0.9992599
1,0.999801
1,0.99986804
1,0.99994254
0,0.00051192695
1,0.8396796
1,0.956317
1,0.99871755
1,0.9996345
1,0.9997173
1,0.9927689
0,0.0012805783
0,0.00022339422
0,0.0026658855
0,0.0055272304
1,0.99892116
1,0.9988367
1,0.99882203
0,0.0021338633
0,0.97911626
0,0.001992522
0,8.221633e-06
1,0.9999391
1,0.99986434
1,0.99989986
1,0.0006607663
0,0.0003408109
0,0.00028466067
0,0.0008631344
1,0.9960616
1,0.9740084
1,0.910046
1,0.9995289
1,0.9992848
1,0.9993062
1,0.99951506
1,0.99973625
1,0.9996985
0,0.0006421654
0,0.00052789616
0,0.002936646
0,0.0004125892
0,0.0005186991
0,0.00041911937
0,0.00085890834
0,0.0004490005
0,0.00045307685
0,0.00034743806
0,0.0010801392
1,0.99876
0,0.004222377
1,0.99953854
1,0.983982
0,0.0068534072
0,0.0004838989
0,0.001216778
1,0.99834836
1,0.9981902
1,0.9899775
0,0.004455906
1,0.99915206
1,0.9991559
1,0.9955314
1,0.9998677
1,0.9999292
1,0.99995625
0,0.00059412705
0,0.0003934893
0,0.00036788455
0,0.00077122415
0,0.0004891864
0,0.00070900924
0,0.0007292027
1,0.99941325
1,0.9980058
1,0.9966673
0,1.9745536e-05
1,0.9999
1,0.9997476
1,0.99993193
1,0.9996309
1,0.99974936
1,0.99984086
1,0.99987316
1,0.99994993
0,0.00052946736
0,6.771786e-05
1,0.9998512
1,0.99977165
1,0.9985897
0,0.0005261811
0,0.00022185847
1,0.9904985
1,0.005203157
1,0.0012032894
1,0.9994981
1,0.99879056
1,0.9984711
1,0.99865484
1,0.9989606
1,0.9978999
1,0.9990464
1,0.998995
1,0.9997669
1,0.99924207
1,0.99946684
1,0.99996793
0,0.0007119546
0,0.00047928744
1,0.00035806096
0,0.0022796309
1,0.99934834
1,0.99875164
1,0.99840933
1,0.9998708
1,0.99985206
1,0.9998988
1,0.9998273
1,0.9994404
1,0.9990626
1,0.9982749
1,0.98921007
1,0.004531612
1,0.00075036613
0,0.0002853903
0,0.002746726
1,0.010570519
0,0.001044686
0,0.16468376
1,0.9992849
1,0.9995419
1,0.99932766
1,0.9991178
1,0.91469747
1,0.016942147
0,0.00023214238
1,0.9997559
1,0.99963284
1,0.999178
1,0.99903023
1,0.9989507
1,0.99905807
1,0.9898977
1,0.9990971
1,0.99837446
1,0.9979215
1,0.9982634
0,0.0041414383
0,0.00027165015
0,0.00027059755
1,0.9998814
1,0.99993837
1,0.99997306
1,0.99998116
1,0.9974058
0,0.0036819533
0,0.00064371014
0,0.0005727979
1,0.9993166
1,0.9997589
1,0.9998324
1,0.99991965
0,0.0013316028
0,0.0012726311
1,0.3805111
1,0.0006298072
1,0.00018840111
0,0.00073195173
1,0.99948967
1,0.99948955
1,0.22852425
1,0.044485297
1,0.01945125
0,0.0005502661
0,0.00011992051
0,0.0046784105
0,0.0042309244
0,0.0009560575
1,0.9995303
1,0.99963844
1,0.99912316
1,0.0007423936
1,0.9997042
1,0.99962795
1,0.9996557
1,0.0013722419
0,0.00049926754
0,0.00085706316
0,0.000502915
1,0.00078087853
1,0.0008452905
1,0.9943658
0,0.028536543
0,0.0003667706
0,0.0003157435
0,0.0004994191
0,0.00039303344
0,0.008921443
1,0.9984446
0,0.0012728174
0,0.00012786326
0,0.00029168106
1,0.99975604
1,0.9997211
1,0.9998468
0,0.0017906416
1,0.9990294
1,0.9988926
1,0.99815804
1,0.99917233
1,0.99919516
1,0.99921525
0,0.00021832781
0,0.00044170598
0,0.0002897321
0,0.037944682
0,0.0019672352
1,0.9981641
1,0.9990012
1,0.997412
0,0.00016553419
0,0.009245238
0,0.0399702
0,0.0007031099
1,0.9993044
1,0.9978393
1,0.997156
0,1.204555e-05
0,2.360222e-05
0,5.2833344e-05
0,0.011061076
1,0.99973816
1,0.99901605
1,0.9967554
1,0.9988354
1,0.9977501
1,0.99648994
0,0.0068879058
1,0.99994147
1,0.99993944
1,0.9999602
1,0.99933136
1,0.99962354
1,0.9993255
1,0.9994779
1,0.9994524
1,0.9995111
1,0.98229504
1,0.0028319508
1,0.0006832044
0,0.054165352
0,0.026179696
0,0.00068177935
0,0.00042415256
1,0.9982054
1,0.9986237
1,0.9950566
1,0.0019811352
0,0.0011706015
0,0.0013460168
0,0.0010098447
0,5.4858556e-05
1,0.00048782598
1,0.0005053551
1,0.9995073
1,0.9983334
1,0.9985795
0,7.2236224e-05
0,0.00013368414
0,0.00011732486
0,0.007648824
1,0.9939924
1,0.86428016
1,0.79872084
1,0.7993075
0,9.487562e-05
0,0.00013372059
0,0.00021051419
0,0.0007427276
1,0.99950016
1,0.9988248
1,0.9977049
1,0.9997763
1,0.9998722
1,0.9998969
0,0.00066681096
1,0.99945897
1,0.9994438
0,0.00034560557
0,0.0026108292
0,0.0012007448
1,0.95758814
0,0.2183515
1,0.9901293
1,0.3279346
1,0.03082284
1,0.0039631943
1,0.0008493937
1,0.99719834
1,0.9983228
1,0.9970482
0,0.00073553185
0,0.00037592262
0,0.00029652848
0,0.0013106033
0,0.99967396
0,8.355785e-05
0,0.01972856
0,0.0029055853
1,0.9998939
0,0.0013946978
0,0.0005228816
0,0.00056808296
0,0.0006821739
0,0.0004999921
0,0.00063834945
1,0.0006622081
0,0.0008517267
0,0.0019359473
1,0.9961546
1,0.9996107
1,0.9997694
0,0.000105909305
0,0.00021639174
0,0.00023035667
0,0.0013620199
1,0.999506
1,0.92360526
0,0.020677052
0,0.0012748155
0,0.00014392502
0,0.00020541584
0,0.00017907594
0,0.011931358
0,0.0007329876
0,0.00030742696
0,0.0002592544
0,0.001887652
0,0.00035283883
0,0.0004980096
0,0.000451889
0,0.0014512996
0,6.9811096e-05
0,0.00020295852
0,0.00021226166
0,0.0076283473
1,0.99966955
1,0.925344
1,0.0034624804
1,0.9994029
1,0.99949014
1,0.99955004
0,0.0011943864
1,0.0022978757
1,0.0015667016
1,0.14232682
1,0.9990101
0,0.0024748
